Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZN)",ZScore wrt All Days,ZScore wrt Given Days
2024-12-31,1.25,-0.5932385827358094,-0.5932385827358094
2025-01-02,1.75,-0.27154941680936623,-0.27154941680936623
2025-01-03,1.0,-0.754083165699031,-0.754083165699031
2025-01-06,3.0,0.5326734980067418,0.5326734980067418
2025-01-07,1.75,-0.27154941680936623,-0.27154941680936623
2025-01-08,3.5,0.854362663933185,0.854362663933185
2025-01-13,2.25,0.05013974911707698,0.05013974911707698
2025-01-16,1.75,-0.27154941680936623,-0.27154941680936623
2025-01-17,3.0,0.5326734980067418,0.5326734980067418
2025-01-21,2.0,-0.11070483384614463,-0.11070483384614463
2025-01-22,2.75,0.37182891504352017,0.37182891504352017
2025-01-23,1.5,-0.43239399977258786,-0.43239399977258786
2025-01-24,1.25,-0.5932385827358094,-0.5932385827358094
2025-01-27,1.75,-0.27154941680936623,-0.27154941680936623
2025-01-28,2.5,0.21098433208029857,0.21098433208029857
2025-01-29,3.25,0.6935180809699634,0.6935180809699634
2025-02-03,3.75,1.0152072468964066,1.0152072468964066
2025-02-04,1.75,-0.27154941680936623,-0.27154941680936623
2025-02-05,1.75,-0.27154941680936623,-0.27154941680936623
2025-02-06,0.75,-0.9149277486622527,-0.9149277486622527
2025-02-10,2.0,-0.11070483384614463,-0.11070483384614463
2025-02-11,0.75,-0.9149277486622527,-0.9149277486622527
2025-02-14,1.0,-0.754083165699031,-0.754083165699031
2025-02-18,2.0,-0.11070483384614463,-0.11070483384614463
2025-02-19,1.25,-0.5932385827358094,-0.5932385827358094
2025-02-20,1.25,-0.5932385827358094,-0.5932385827358094
2025-02-21,2.501953125,0.21224093038469874,0.21224093038469874
2025-02-24,1.5,-0.43239399977258786,-0.43239399977258786
2025-02-25,1.5,-0.43239399977258786,-0.43239399977258786
2025-02-26,2.5,0.21098433208029857,0.21098433208029857
2025-03-03,4.75,1.658585578749293,1.658585578749293
2025-03-04,7.0,3.106186825418287,3.106186825418287
2025-03-05,3.5,0.854362663933185,0.854362663933185
2025-03-06,2.0,-0.11070483384614463,-0.11070483384614463
2025-03-10,3.25,0.6935180809699634,0.6935180809699634
2025-03-11,2.25,0.05013974911707698,0.05013974911707698
2025-03-14,1.5,-0.43239399977258786,-0.43239399977258786
2025-03-17,1.75,-0.27154941680936623,-0.27154941680936623
2025-03-18,1.75,-0.27154941680936623,-0.27154941680936623
2025-03-19,2.25,0.05013974911707698,0.05013974911707698
2025-03-20,1.75,-0.27154941680936623,-0.27154941680936623
2025-03-21,1.25,-0.5932385827358094,-0.5932385827358094
2025-03-24,1.75,-0.27154941680936623,-0.27154941680936623
2025-03-25,1.5,-0.43239399977258786,-0.43239399977258786
2025-03-26,2.5,0.21098433208029857,0.21098433208029857
2025-03-31,4.25,1.3368964128228498,1.3368964128228498
2025-04-01,2.0,-0.11070483384614463,-0.11070483384614463
2025-04-02,14.75,8.092368897278156,8.092368897278156
2025-04-03,3.75,1.0152072468964066,1.0152072468964066
2025-04-04,4.0,1.1760518298596283,1.1760518298596283
2025-04-07,10.0,5.036321820976946,5.036321820976946
2025-04-08,8.0,3.7495651572711735,3.7495651572711735
2025-04-09,11.5,6.001389318756276,6.001389318756276
2025-04-14,3.75,1.0152072468964066,1.0152072468964066
2025-04-15,2.75,0.37182891504352017,0.37182891504352017
2025-04-16,3.25,0.6935180809699634,0.6935180809699634
2025-04-17,1.5,-0.43239399977258786,-0.43239399977258786
2025-04-21,2.0,-0.11070483384614463,-0.11070483384614463
2025-04-22,2.0,-0.11070483384614463,-0.11070483384614463
2025-04-23,2.25,0.05013974911707698,0.05013974911707698
2025-04-24,1.25,-0.5932385827358094,-0.5932385827358094
2025-04-25,3.5,0.854362663933185,0.854362663933185
2025-04-28,1.5,-0.43239399977258786,-0.43239399977258786
2025-04-29,1.5,-0.43239399977258786,-0.43239399977258786
2025-05-01,3.25,0.6935180809699634,0.6935180809699634
2025-05-05,1.75,-0.27154941680936623,-0.27154941680936623
2025-05-06,1.75,-0.27154941680936623,-0.27154941680936623
2025-05-07,2.5,0.21098433208029857,0.21098433208029857
2025-05-08,2.75,0.37182891504352017,0.37182891504352017
2025-05-09,1.5059814453127274,-0.42854566746521605,-0.42854566746521605
2025-05-12,2.5,0.21098433208029857,0.21098433208029857
2025-05-14,2.0,-0.11070483384614463,-0.11070483384614463
2025-05-16,7.25,3.267031408381509,3.267031408381509
2025-05-19,3.0,0.5326734980067418,0.5326734980067418
2025-05-20,1.75,-0.27154941680936623,-0.27154941680936623
2025-05-21,2.75,0.37182891504352017,0.37182891504352017
2025-05-22,3.0,0.5326734980067418,0.5326734980067418
2025-05-23,2.0,-0.11070483384614463,-0.11070483384614463
2025-05-27,3.0,0.5326734980067418,0.5326734980067418
2025-05-28,2.25,0.05013974911707698,0.05013974911707698
2025-06-02,2.25,0.05013974911707698,0.05013974911707698
2025-06-03,1.25,-0.5932385827358094,-0.5932385827358094
2025-06-04,1.5,-0.43239399977258786,-0.43239399977258786
2025-06-05,1.25,-0.5932385827358094,-0.5932385827358094
2025-06-09,2.0,-0.11070483384614463,-0.11070483384614463
2025-06-10,1.25,-0.5932385827358094,-0.5932385827358094
2025-06-13,2.7559814453127274,0.375677247350892,0.375677247350892
2025-06-16,1.25,-0.5932385827358094,-0.5932385827358094
2025-06-17,1.5,-0.43239399977258786,-0.43239399977258786
2025-06-18,3.25,0.6935180809699634,0.6935180809699634
2025-06-20,1.5,-0.43239399977258786,-0.43239399977258786
2025-06-23,3.25,0.6935180809699634,0.6935180809699634
2025-06-24,1.75,-0.27154941680936623,-0.27154941680936623
2025-06-25,1.75,-0.27154941680936623,-0.27154941680936623
2025-06-30,2.25,0.05013974911707698,0.05013974911707698
2025-07-01,2.0,-0.11070483384614463,-0.11070483384614463
2025-07-02,1.5,-0.43239399977258786,-0.43239399977258786
2025-07-07,1.75,-0.27154941680936623,-0.27154941680936623
2025-07-08,1.75,-0.27154941680936623,-0.27154941680936623
2025-07-09,1.25,-0.5932385827358094,-0.5932385827358094
2025-07-10,1.0,-0.754083165699031,-0.754083165699031
2025-07-11,2.0,-0.11070483384614463,-0.11070483384614463
2025-07-14,1.75,-0.27154941680936623,-0.27154941680936623
2025-07-18,1.75,-0.27154941680936623,-0.27154941680936623
2025-07-21,2.0,-0.11070483384614463,-0.11070483384614463
2025-07-22,1.25,-0.5932385827358094,-0.5932385827358094
2025-07-23,1.25,-0.5932385827358094,-0.5932385827358094
2025-07-24,2.5,0.21098433208029857,0.21098433208029857
2025-07-25,1.25,-0.5932385827358094,-0.5932385827358094
2025-07-28,1.25,-0.5932385827358094,-0.5932385827358094
2025-07-29,1.5,-0.43239399977258786,-0.43239399977258786
2025-08-04,1.5,-0.43239399977258786,-0.43239399977258786
2025-08-05,2.25,0.05013974911707698,0.05013974911707698
2025-08-06,2.25,0.05013974911707698,0.05013974911707698
2025-08-07,1.75,-0.27154941680936623,-0.27154941680936623
2025-08-08,1.0,-0.754083165699031,-0.754083165699031
2025-08-11,2.0,-0.11070483384614463,-0.11070483384614463
2025-08-13,1.25,-0.5932385827358094,-0.5932385827358094
2025-08-15,1.5,-0.43239399977258786,-0.43239399977258786
2025-08-18,1.0,-0.754083165699031,-0.754083165699031
2025-08-19,1.25,-0.5932385827358094,-0.5932385827358094
2025-08-20,1.25,-0.5932385827358094,-0.5932385827358094
2025-08-21,1.0,-0.754083165699031,-0.754083165699031
2025-08-22,1.0,-0.754083165699031,-0.754083165699031
2025-08-25,1.0,-0.754083165699031,-0.754083165699031
2025-08-26,1.5,-0.43239399977258786,-0.43239399977258786
2025-08-27,2.25,0.05013974911707698,0.05013974911707698
2025-09-02,2.75,0.37182891504352017,0.37182891504352017
2025-09-03,2.0,-0.11070483384614463,-0.11070483384614463
2025-09-04,1.75,-0.27154941680936623,-0.27154941680936623
2025-09-08,1.5,-0.43239399977258786,-0.43239399977258786
2025-09-12,1.75,-0.27154941680936623,-0.27154941680936623
2025-09-15,1.5,-0.43239399977258786,-0.43239399977258786
2025-09-16,1.5,-0.43239399977258786,-0.43239399977258786
2025-09-17,4.5,1.4977409957860714,1.4977409957860714
2025-09-18,2.75,0.37182891504352017,0.37182891504352017
2025-09-19,2.0,-0.11070483384614463,-0.11070483384614463
2025-09-22,1.5,-0.43239399977258786,-0.43239399977258786
2025-09-23,1.75,-0.27154941680936623,-0.27154941680936623
2025-09-24,1.0,-0.754083165699031,-0.754083165699031
2025-09-29,1.0,-0.754083165699031,-0.754083165699031
2025-09-30,2.25,0.05013974911707698,0.05013974911707698
2025-10-01,1.5,-0.43239399977258786,-0.43239399977258786
2025-10-02,1.0,-0.754083165699031,-0.754083165699031
2025-10-06,1.75,-0.27154941680936623,-0.27154941680936623
2025-10-07,1.5,-0.43239399977258786,-0.43239399977258786
2025-10-08,1.75,-0.27154941680936623,-0.27154941680936623
2025-10-09,1.25,-0.5932385827358094,-0.5932385827358094
2025-10-10,4.0,1.1760518298596283,1.1760518298596283
2025-10-13,1.25,-0.5932385827358094,-0.5932385827358094
2025-10-14,1.25,-0.5932385827358094,-0.5932385827358094
2025-10-17,1.5,-0.43239399977258786,-0.43239399977258786
2025-10-20,1.25,-0.5932385827358094,-0.5932385827358094
2025-10-21,1.0,-0.754083165699031,-0.754083165699031
2025-10-22,1.0,-0.754083165699031,-0.754083165699031
2025-10-23,2.25,0.05013974911707698,0.05013974911707698
2025-10-27,1.75,-0.27154941680936623,-0.27154941680936623
2025-10-28,1.25,-0.5932385827358094,-0.5932385827358094
2025-10-29,3.25,0.6935180809699634,0.6935180809699634
2025-11-03,1.25,-0.5932385827358094,-0.5932385827358094
2025-11-04,1.25,-0.5932385827358094,-0.5932385827358094
2025-11-05,1.0,-0.754083165699031,-0.754083165699031
2025-11-10,1.5,-0.43239399977258786,-0.43239399977258786
2025-11-11,1.25,-0.5932385827358094,-0.5932385827358094
2025-11-12,1.5,-0.43239399977258786,-0.43239399977258786
2025-11-17,1.25,-0.5932385827358094,-0.5932385827358094
2025-11-18,1.5,-0.43239399977258786,-0.43239399977258786
2025-11-19,1.75,-0.27154941680936623,-0.27154941680936623
2025-11-21,1.0,-0.754083165699031,-0.754083165699031
2025-11-24,2.0,-0.11070483384614463,-0.11070483384614463
2025-12-01,2.75,0.37182891504352017,0.37182891504352017
2025-12-02,2.75,0.37182891504352017,0.37182891504352017
2025-12-03,3.0,0.5326734980067418,0.5326734980067418
2025-12-04,3.75,1.0152072468964066,1.0152072468964066
2025-12-08,1.0,-0.754083165699031,-0.754083165699031
2025-12-09,1.5,-0.43239399977258786,-0.43239399977258786
2025-12-10,4.5,1.4977409957860714,1.4977409957860714
2025-12-12,1.5,-0.43239399977258786,-0.43239399977258786
2025-12-15,1.5,-0.43239399977258786,-0.43239399977258786
2025-12-17,1.0,-0.754083165699031,-0.754083165699031
2025-12-19,0.75,-0.9149277486622527,-0.9149277486622527
2025-12-22,1.0,-0.754083165699031,-0.754083165699031
2025-12-26,0.75,-0.9149277486622527,-0.9149277486622527
2025-12-29,1.25,-0.5932385827358094,-0.5932385827358094
2025-12-30,1.5,-0.43239399977258786,-0.43239399977258786
2025-12-31,1.25,-0.5932385827358094,-0.5932385827358094
