Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZB)",ZScore wrt All Days,ZScore wrt Given Days
2024-12-18,9.5,1.4466974337169987,1.4466974337169987
2024-12-23,3.5,-0.41129587578092897,-0.41129587578092897
2024-12-26,3.0,-0.566128651572423,-0.566128651572423
2024-12-27,4.0,-0.256463099989435,-0.256463099989435
2024-12-30,5.0,0.05320245159355293,0.05320245159355293
2024-12-31,2.5,-0.7209614273639169,-0.7209614273639169
2025-01-02,4.5,-0.10163032419794105,-0.10163032419794105
2025-01-03,2.0,-0.8757942031554109,-0.8757942031554109
2025-01-06,5.5,0.2080352273850469,0.2080352273850469
2025-01-07,4.0,-0.256463099989435,-0.256463099989435
2025-01-08,8.5,1.1370318821340106,1.1370318821340106
2025-01-13,6.0,0.36286800317654083,0.36286800317654083
2025-01-16,4.0,-0.256463099989435,-0.256463099989435
2025-01-17,4.5,-0.10163032419794105,-0.10163032419794105
2025-01-21,5.0,0.05320245159355293,0.05320245159355293
2025-01-22,5.0,0.05320245159355293,0.05320245159355293
2025-01-23,3.0,-0.566128651572423,-0.566128651572423
2025-01-24,3.0,-0.566128651572423,-0.566128651572423
2025-01-27,3.5,-0.41129587578092897,-0.41129587578092897
2025-01-28,4.0,-0.256463099989435,-0.256463099989435
2025-01-29,6.0,0.36286800317654083,0.36286800317654083
2025-02-03,8.5,1.1370318821340106,1.1370318821340106
2025-02-04,3.0,-0.566128651572423,-0.566128651572423
2025-02-05,3.0,-0.566128651572423,-0.566128651572423
2025-02-06,2.5,-0.7209614273639169,-0.7209614273639169
2025-02-10,3.5,-0.41129587578092897,-0.41129587578092897
2025-02-11,1.5,-1.030626978946905,-1.030626978946905
2025-02-14,2.0,-0.8757942031554109,-0.8757942031554109
2025-02-18,4.0,-0.256463099989435,-0.256463099989435
2025-02-19,2.5,-0.7209614273639169,-0.7209614273639169
2025-02-20,2.5,-0.7209614273639169,-0.7209614273639169
2025-02-21,4.5,-0.10163032419794105,-0.10163032419794105
2025-02-24,3.5,-0.41129587578092897,-0.41129587578092897
2025-02-25,4.0,-0.256463099989435,-0.256463099989435
2025-02-26,7.0,0.6725335547595288,0.6725335547595288
2025-03-03,10.0,1.6015302095084927,1.6015302095084927
2025-03-04,12.0,2.2208613126744683,2.2208613126744683
2025-03-05,7.0,0.6725335547595288,0.6725335547595288
2025-03-06,4.0,-0.256463099989435,-0.256463099989435
2025-03-10,8.0,0.9821991063425167,0.9821991063425167
2025-03-11,3.5,-0.41129587578092897,-0.41129587578092897
2025-03-14,7.0,0.6725335547595288,0.6725335547595288
2025-03-17,7.0,0.6725335547595288,0.6725335547595288
2025-03-18,4.0,-0.256463099989435,-0.256463099989435
2025-03-19,8.5,1.1370318821340106,1.1370318821340106
2025-03-20,2.5,-0.7209614273639169,-0.7209614273639169
2025-03-21,2.5,-0.7209614273639169,-0.7209614273639169
2025-03-24,3.0,-0.566128651572423,-0.566128651572423
2025-03-25,2.5,-0.7209614273639169,-0.7209614273639169
2025-03-26,5.0,0.05320245159355293,0.05320245159355293
2025-03-31,9.5,1.4466974337169987,1.4466974337169987
2025-04-01,4.0,-0.256463099989435,-0.256463099989435
2025-04-02,23.5,5.782015155878829,5.782015155878829
2025-04-03,6.0,0.36286800317654083,0.36286800317654083
2025-04-04,8.5,1.1370318821340106,1.1370318821340106
2025-04-07,18.5,4.23368739796389,4.23368739796389
2025-04-08,17.5,3.924021846380902,3.924021846380902
2025-04-09,20.0,4.698185725338372,4.698185725338372
2025-04-14,7.5,0.8273663305510227,0.8273663305510227
2025-04-15,4.0,-0.256463099989435,-0.256463099989435
2025-04-16,5.0,0.05320245159355293,0.05320245159355293
2025-04-17,4.0,-0.256463099989435,-0.256463099989435
2025-04-21,4.5,-0.10163032419794105,-0.10163032419794105
2025-04-22,3.0,-0.566128651572423,-0.566128651572423
2025-04-23,3.5,-0.41129587578092897,-0.41129587578092897
2025-04-24,2.0,-0.8757942031554109,-0.8757942031554109
2025-04-25,9.5,1.4466974337169987,1.4466974337169987
2025-04-28,4.0,-0.256463099989435,-0.256463099989435
2025-04-29,4.0,-0.256463099989435,-0.256463099989435
2025-05-01,7.0,0.6725335547595288,0.6725335547595288
2025-05-05,3.5,-0.41129587578092897,-0.41129587578092897
2025-05-06,4.0,-0.256463099989435,-0.256463099989435
2025-05-07,5.0,0.05320245159355293,0.05320245159355293
2025-05-08,6.5,0.5177007789680348,0.5177007789680348
2025-05-09,3.0,-0.566128651572423,-0.566128651572423
2025-05-12,5.5,0.2080352273850469,0.2080352273850469
2025-05-14,3.0,-0.566128651572423,-0.566128651572423
2025-05-16,16.0,3.45952351900642,3.45952351900642
2025-05-19,8.5,1.1370318821340106,1.1370318821340106
2025-05-20,4.0,-0.256463099989435,-0.256463099989435
2025-05-21,4.0,-0.256463099989435,-0.256463099989435
2025-05-22,5.5,0.2080352273850469,0.2080352273850469
2025-05-23,3.5,-0.41129587578092897,-0.41129587578092897
2025-05-27,6.0,0.36286800317654083,0.36286800317654083
2025-05-28,9.5,1.4466974337169987,1.4466974337169987
2025-06-02,13.5,2.6853596400489503,2.6853596400489503
2025-06-03,2.5,-0.7209614273639169,-0.7209614273639169
2025-06-04,3.0,-0.566128651572423,-0.566128651572423
2025-06-05,2.5,-0.7209614273639169,-0.7209614273639169
2025-06-09,4.5,-0.10163032419794105,-0.10163032419794105
2025-06-10,3.5,-0.41129587578092897,-0.41129587578092897
2025-06-13,5.0,0.05320245159355293,0.05320245159355293
2025-06-16,3.5,-0.41129587578092897,-0.41129587578092897
2025-06-17,3.0,-0.566128651572423,-0.566128651572423
2025-06-18,5.0,0.05320245159355293,0.05320245159355293
2025-06-20,3.0,-0.566128651572423,-0.566128651572423
2025-06-23,5.0,0.05320245159355293,0.05320245159355293
2025-06-24,3.5,-0.41129587578092897,-0.41129587578092897
2025-06-25,3.5,-0.41129587578092897,-0.41129587578092897
2025-06-30,5.5,0.2080352273850469,0.2080352273850469
2025-07-01,4.5,-0.10163032419794105,-0.10163032419794105
2025-07-02,5.0,0.05320245159355293,0.05320245159355293
2025-07-07,5.5,0.2080352273850469,0.2080352273850469
2025-07-08,5.5,0.2080352273850469,0.2080352273850469
2025-07-09,2.5,-0.7209614273639169,-0.7209614273639169
2025-07-10,2.5,-0.7209614273639169,-0.7209614273639169
2025-07-11,3.5,-0.41129587578092897,-0.41129587578092897
2025-07-14,5.0,0.05320245159355293,0.05320245159355293
2025-07-18,3.5,-0.41129587578092897,-0.41129587578092897
2025-07-21,4.5,-0.10163032419794105,-0.10163032419794105
2025-07-22,4.0,-0.256463099989435,-0.256463099989435
2025-07-23,3.5,-0.41129587578092897,-0.41129587578092897
2025-07-24,5.5,0.2080352273850469,0.2080352273850469
2025-07-25,3.0,-0.566128651572423,-0.566128651572423
2025-07-28,2.5,-0.7209614273639169,-0.7209614273639169
2025-07-29,3.5,-0.41129587578092897,-0.41129587578092897
2025-08-04,2.5,-0.7209614273639169,-0.7209614273639169
2025-08-05,4.0,-0.256463099989435,-0.256463099989435
2025-08-06,5.5,0.2080352273850469,0.2080352273850469
2025-08-07,3.0,-0.566128651572423,-0.566128651572423
2025-08-08,2.0,-0.8757942031554109,-0.8757942031554109
2025-08-11,3.5,-0.41129587578092897,-0.41129587578092897
2025-08-13,2.0,-0.8757942031554109,-0.8757942031554109
2025-08-15,2.5,-0.7209614273639169,-0.7209614273639169
2025-08-18,2.0,-0.8757942031554109,-0.8757942031554109
2025-08-19,3.0,-0.566128651572423,-0.566128651572423
2025-08-20,3.0,-0.566128651572423,-0.566128651572423
2025-08-21,2.0,-0.8757942031554109,-0.8757942031554109
2025-08-22,3.5,-0.41129587578092897,-0.41129587578092897
2025-08-25,2.5,-0.7209614273639169,-0.7209614273639169
2025-08-26,4.0,-0.256463099989435,-0.256463099989435
2025-08-27,3.0,-0.566128651572423,-0.566128651572423
2025-09-02,11.0,1.9111957610914805,1.9111957610914805
2025-09-03,9.0,1.2918646579255046,1.2918646579255046
2025-09-04,13.0,2.5305268642574563,2.5305268642574563
2025-09-08,2.5,-0.7209614273639169,-0.7209614273639169
2025-09-12,4.0,-0.256463099989435,-0.256463099989435
2025-09-15,3.0,-0.566128651572423,-0.566128651572423
2025-09-16,2.5,-0.7209614273639169,-0.7209614273639169
2025-09-17,9.0,1.2918646579255046,1.2918646579255046
2025-09-18,5.0,0.05320245159355293,0.05320245159355293
2025-09-19,3.5,-0.41129587578092897,-0.41129587578092897
2025-09-22,4.0,-0.256463099989435,-0.256463099989435
2025-09-23,4.5,-0.10163032419794105,-0.10163032419794105
2025-09-24,2.5,-0.7209614273639169,-0.7209614273639169
2025-09-29,2.5,-0.7209614273639169,-0.7209614273639169
2025-09-30,3.5,-0.41129587578092897,-0.41129587578092897
2025-10-01,3.0,-0.566128651572423,-0.566128651572423
2025-10-02,2.0,-0.8757942031554109,-0.8757942031554109
2025-10-06,3.0,-0.566128651572423,-0.566128651572423
2025-10-07,2.0,-0.8757942031554109,-0.8757942031554109
2025-10-08,4.5,-0.10163032419794105,-0.10163032419794105
2025-10-09,3.0,-0.566128651572423,-0.566128651572423
2025-10-10,8.0,0.9821991063425167,0.9821991063425167
2025-10-13,2.0,-0.8757942031554109,-0.8757942031554109
2025-10-14,2.5,-0.7209614273639169,-0.7209614273639169
2025-10-17,3.0,-0.566128651572423,-0.566128651572423
2025-10-20,2.5,-0.7209614273639169,-0.7209614273639169
2025-10-21,1.5,-1.030626978946905,-1.030626978946905
2025-10-22,2.5,-0.7209614273639169,-0.7209614273639169
2025-10-23,5.0,0.05320245159355293,0.05320245159355293
2025-10-27,4.0,-0.256463099989435,-0.256463099989435
2025-10-28,2.5,-0.7209614273639169,-0.7209614273639169
2025-10-29,7.0,0.6725335547595288,0.6725335547595288
2025-11-03,3.5,-0.41129587578092897,-0.41129587578092897
2025-11-04,2.0,-0.8757942031554109,-0.8757942031554109
2025-11-05,2.0,-0.8757942031554109,-0.8757942031554109
2025-11-10,3.0,-0.566128651572423,-0.566128651572423
2025-11-11,2.0,-0.8757942031554109,-0.8757942031554109
2025-11-12,2.5,-0.7209614273639169,-0.7209614273639169
2025-11-17,2.5,-0.7209614273639169,-0.7209614273639169
2025-11-18,3.0,-0.566128651572423,-0.566128651572423
2025-11-19,3.0,-0.566128651572423,-0.566128651572423
2025-11-21,1.5,-1.030626978946905,-1.030626978946905
2025-11-24,2.5,-0.7209614273639169,-0.7209614273639169
2025-12-01,9.5,1.4466974337169987,1.4466974337169987
2025-12-02,10.0,1.6015302095084927,1.6015302095084927
2025-12-03,9.5,1.4466974337169987,1.4466974337169987
2025-12-04,3.0,-0.566128651572423,-0.566128651572423
2025-12-08,11.0,1.9111957610914805,1.9111957610914805
2025-12-09,9.5,1.4466974337169987,1.4466974337169987
2025-12-10,12.5,2.3756940884659623,2.3756940884659623
2025-12-12,11.0,1.9111957610914805,1.9111957610914805
2025-12-15,10.5,1.7563629852999865,1.7563629852999865
2025-12-17,2.0,-0.8757942031554109,-0.8757942031554109
2025-12-19,2.0,-0.8757942031554109,-0.8757942031554109
2025-12-22,2.5,-0.7209614273639169,-0.7209614273639169
2025-12-26,2.5,-0.7209614273639169,-0.7209614273639169
2025-12-29,3.0,-0.566128651572423,-0.566128651572423
2025-12-30,3.0,-0.566128651572423,-0.566128651572423
2025-12-31,2.5,-0.7209614273639169,-0.7209614273639169
