Date,"Volatility of Returns (Session:US Open 7-10 ET, Interval:1m, Symbol:ZT)",ZScore wrt All Days,ZScore wrt Given Days
2025-01-27,1.375,0.09487175353428683,0.09487175353428683
2025-01-28,0.5625,-0.6163201285481517,-0.6163201285481517
2025-01-29,0.5,-0.6710271964006469,-0.6710271964006469
2025-02-03,1.25,-0.014542382170703702,-0.014542382170703702
2025-02-04,0.6875,-0.5069059928431611,-0.5069059928431611
2025-02-05,0.25,-0.889855467810628,-0.889855467810628
2025-02-06,0.75,-0.45219892499066583,-0.45219892499066583
2025-02-10,1.0625,-0.1786635857281895,-0.1786635857281895
2025-02-11,0.5,-0.6710271964006469,-0.6710271964006469
2025-02-14,1.5,0.20428588923927737,0.20428588923927737
2025-02-17,0.25,-0.889855467810628,-0.889855467810628
2025-02-18,0.375,-0.7804413321056375,-0.7804413321056375
2025-02-19,0.8125,-0.3974918571381706,-0.3974918571381706
2025-02-20,0.6875,-0.5069059928431611,-0.5069059928431611
2025-02-21,0.625,-0.5616130606956564,-0.5616130606956564
2025-02-24,0.8125,-0.3974918571381706,-0.3974918571381706
2025-02-25,0.75,-0.45219892499066583,-0.45219892499066583
2025-02-26,4.375,2.7208110104540597,2.7208110104540597
2025-03-03,4.4375,2.775518078306555,2.775518078306555
2025-03-04,5.5,3.7055382317989745,3.7055382317989745
2025-03-05,5.125,3.377295824684003,3.377295824684003
2025-03-06,6.0,4.143194774618936,4.143194774618936
2025-03-10,4.0625,2.4472756711915835,2.4472756711915835
2025-03-11,3.9375,2.337861535486593,2.337861535486593
2025-03-14,0.75,-0.45219892499066583,-0.45219892499066583
2025-03-17,1.0625,-0.1786635857281895,-0.1786635857281895
2025-03-18,0.875,-0.3427847892856753,-0.3427847892856753
2025-03-19,1.1875,-0.06924945002319897,-0.06924945002319897
2025-03-20,1.125,-0.12395651787569424,-0.12395651787569424
2025-03-21,1.1875,-0.06924945002319897,-0.06924945002319897
2025-03-24,0.5625,-0.6163201285481517,-0.6163201285481517
2025-03-25,1.0,-0.23337065358068476,-0.23337065358068476
2025-03-26,0.6875,-0.5069059928431611,-0.5069059928431611
2025-03-31,1.5625,0.2589929570917726,0.2589929570917726
2025-04-01,1.5,0.20428588923927737,0.20428588923927737
2025-04-02,0.875,-0.3427847892856753,-0.3427847892856753
2025-04-03,3.5,1.9549120605191261,1.9549120605191261
2025-04-04,4.4375,2.775518078306555,2.775518078306555
2025-04-07,3.75,2.1737403319291073,2.1737403319291073
2025-04-08,4.3125,2.6661039426015645,2.6661039426015645
2025-04-09,3.375,1.8454979248141354,1.8454979248141354
2025-04-14,1.1875,-0.06924945002319897,-0.06924945002319897
2025-04-15,1.75,0.42311416064925844,0.42311416064925844
2025-04-16,0.8125,-0.3974918571381706,-0.3974918571381706
2025-04-17,1.125,-0.12395651787569424,-0.12395651787569424
2025-04-21,1.6875,0.36840709279676315,0.36840709279676315
2025-04-22,0.5,-0.6710271964006469,-0.6710271964006469
2025-04-23,0.9375,-0.28807772143318006,-0.28807772143318006
2025-04-24,1.5,0.20428588923927737,0.20428588923927737
2025-04-25,0.8125,-0.3974918571381706,-0.3974918571381706
2025-04-28,1.125,-0.12395651787569424,-0.12395651787569424
2025-04-29,0.8125,-0.3974918571381706,-0.3974918571381706
2025-05-01,1.1875,-0.06924945002319897,-0.06924945002319897
2025-05-05,0.8125,-0.3974918571381706,-0.3974918571381706
2025-05-06,1.0,-0.23337065358068476,-0.23337065358068476
2025-05-07,1.0,-0.23337065358068476,-0.23337065358068476
2025-05-08,0.9375,-0.28807772143318006,-0.28807772143318006
2025-05-09,0.8125,-0.3974918571381706,-0.3974918571381706
2025-05-12,1.5,0.20428588923927737,0.20428588923927737
2025-05-14,0.8125,-0.3974918571381706,-0.3974918571381706
2025-05-16,0.8125,-0.3974918571381706,-0.3974918571381706
2025-05-19,1.3125,0.040164685681791566,0.040164685681791566
2025-05-20,0.5,-0.6710271964006469,-0.6710271964006469
2025-05-21,0.75,-0.45219892499066583,-0.45219892499066583
2025-05-22,1.0,-0.23337065358068476,-0.23337065358068476
2025-05-23,2.3125,0.9154777713217158,0.9154777713217158
2025-05-26,0.25,-0.889855467810628,-0.889855467810628
2025-05-27,0.625,-0.5616130606956564,-0.5616130606956564
2025-05-28,5.6875,3.8696594353564606,3.8696594353564606
2025-06-02,5.0,3.2678816889790125,3.2678816889790125
2025-06-03,0.75,-0.45219892499066583,-0.45219892499066583
2025-06-04,1.625,0.3137000249442679,0.3137000249442679
2025-06-05,1.75,0.42311416064925844,0.42311416064925844
2025-06-09,0.8125,-0.3974918571381706,-0.3974918571381706
2025-06-10,0.375,-0.7804413321056375,-0.7804413321056375
2025-06-13,1.5,0.20428588923927737,0.20428588923927737
2025-06-16,1.0625,-0.1786635857281895,-0.1786635857281895
2025-06-17,1.25,-0.014542382170703702,-0.014542382170703702
2025-06-18,0.75,-0.45219892499066583,-0.45219892499066583
2025-06-19,1.0625,-0.1786635857281895,-0.1786635857281895
2025-06-20,1.0,-0.23337065358068476,-0.23337065358068476
2025-06-23,1.375,0.09487175353428683,0.09487175353428683
2025-06-24,1.0,-0.23337065358068476,-0.23337065358068476
2025-06-25,1.0,-0.23337065358068476,-0.23337065358068476
2025-06-30,0.625,-0.5616130606956564,-0.5616130606956564
2025-07-01,1.125,-0.12395651787569424,-0.12395651787569424
2025-07-02,0.9375,-0.28807772143318006,-0.28807772143318006
2025-07-04,0.375,-0.7804413321056375,-0.7804413321056375
2025-07-07,0.5625,-0.6163201285481517,-0.6163201285481517
2025-07-08,0.6875,-0.5069059928431611,-0.5069059928431611
2025-07-09,1.3125,0.040164685681791566,0.040164685681791566
2025-07-10,0.6875,-0.5069059928431611,-0.5069059928431611
2025-07-11,0.625,-0.5616130606956564,-0.5616130606956564
2025-07-14,0.875,-0.3427847892856753,-0.3427847892856753
2025-07-17,1.0625,-0.1786635857281895,-0.1786635857281895
2025-07-18,0.875,-0.3427847892856753,-0.3427847892856753
2025-07-21,0.625,-0.5616130606956564,-0.5616130606956564
2025-07-22,1.375,0.09487175353428683,0.09487175353428683
2025-07-23,0.6875,-0.5069059928431611,-0.5069059928431611
2025-07-24,1.1875,-0.06924945002319897,-0.06924945002319897
2025-07-25,0.6875,-0.5069059928431611,-0.5069059928431611
2025-07-28,0.5,-0.6710271964006469,-0.6710271964006469
2025-07-29,0.625,-0.5616130606956564,-0.5616130606956564
2025-08-04,1.375,0.09487175353428683,0.09487175353428683
2025-08-05,0.5625,-0.6163201285481517,-0.6163201285481517
2025-08-06,0.5625,-0.6163201285481517,-0.6163201285481517
2025-08-07,0.8125,-0.3974918571381706,-0.3974918571381706
2025-08-08,0.6875,-0.5069059928431611,-0.5069059928431611
2025-08-11,0.75,-0.45219892499066583,-0.45219892499066583
2025-08-13,0.6875,-0.5069059928431611,-0.5069059928431611
2025-08-15,0.5,-0.6710271964006469,-0.6710271964006469
2025-08-18,0.75,-0.45219892499066583,-0.45219892499066583
2025-08-19,0.6875,-0.5069059928431611,-0.5069059928431611
2025-08-20,0.75,-0.45219892499066583,-0.45219892499066583
2025-08-21,0.9375,-0.28807772143318006,-0.28807772143318006
2025-08-22,0.6875,-0.5069059928431611,-0.5069059928431611
2025-08-25,0.875,-0.3427847892856753,-0.3427847892856753
2025-08-26,0.6875,-0.5069059928431611,-0.5069059928431611
2025-08-27,5.125,3.377295824684003,3.377295824684003
2025-09-02,5.0,3.2678816889790125,3.2678816889790125
2025-09-03,4.5625,2.8849322140115454,2.8849322140115454
2025-09-04,4.75,3.0490534175690316,3.0490534175690316
2025-09-08,0.6875,-0.5069059928431611,-0.5069059928431611
2025-09-12,0.6875,-0.5069059928431611,-0.5069059928431611
2025-09-15,1.0,-0.23337065358068476,-0.23337065358068476
2025-09-16,0.9375,-0.28807772143318006,-0.28807772143318006
2025-09-17,0.5625,-0.6163201285481517,-0.6163201285481517
2025-09-18,2.125,0.75135656776423,0.75135656776423
2025-09-19,1.0,-0.23337065358068476,-0.23337065358068476
2025-09-22,0.375,-0.7804413321056375,-0.7804413321056375
2025-09-23,0.3125,-0.8351483999581327,-0.8351483999581327
2025-09-24,0.75,-0.45219892499066583,-0.45219892499066583
2025-09-29,0.625,-0.5616130606956564,-0.5616130606956564
2025-09-30,0.6875,-0.5069059928431611,-0.5069059928431611
2025-10-01,1.875,0.5325282963542489,0.5325282963542489
2025-10-02,1.0625,-0.1786635857281895,-0.1786635857281895
2025-10-06,0.5625,-0.6163201285481517,-0.6163201285481517
2025-10-07,0.4375,-0.7257342642531421,-0.7257342642531421
2025-10-08,0.375,-0.7804413321056375,-0.7804413321056375
2025-10-09,0.625,-0.5616130606956564,-0.5616130606956564
2025-10-10,0.5,-0.6710271964006469,-0.6710271964006469
2025-10-13,0.6875,-0.5069059928431611,-0.5069059928431611
2025-10-14,1.0625,-0.1786635857281895,-0.1786635857281895
2025-10-17,1.9375,0.5872353642067443,0.5872353642067443
2025-10-20,0.5625,-0.6163201285481517,-0.6163201285481517
2025-10-21,0.8125,-0.3974918571381706,-0.3974918571381706
2025-10-22,0.875,-0.3427847892856753,-0.3427847892856753
2025-10-23,0.4375,-0.7257342642531421,-0.7257342642531421
2025-10-27,0.75,-0.45219892499066583,-0.45219892499066583
2025-10-28,0.9375,-0.28807772143318006,-0.28807772143318006
2025-10-29,0.5625,-0.6163201285481517,-0.6163201285481517
2025-11-03,0.8125,-0.3974918571381706,-0.3974918571381706
2025-11-04,0.3125,-0.8351483999581327,-0.8351483999581327
2025-11-05,1.0,-0.23337065358068476,-0.23337065358068476
2025-11-06,1.1875,-0.06924945002319897,-0.06924945002319897
2025-11-10,0.8125,-0.3974918571381706,-0.3974918571381706
2025-11-11,1.125,-0.12395651787569424,-0.12395651787569424
2025-11-12,0.875,-0.3427847892856753,-0.3427847892856753
2025-11-17,0.625,-0.5616130606956564,-0.5616130606956564
2025-11-18,0.5625,-0.6163201285481517,-0.6163201285481517
2025-11-19,0.625,-0.5616130606956564,-0.5616130606956564
2025-11-24,0.6875,-0.5069059928431611,-0.5069059928431611
2025-12-01,4.0625,2.4472756711915835,2.4472756711915835
2025-12-02,3.1875,1.6813767212566495,1.6813767212566495
2025-12-03,2.6875,1.2437201784366874,1.2437201784366874
2025-12-04,1.0,-0.23337065358068476,-0.23337065358068476
2025-12-08,2.5625,1.1343060427316969,1.1343060427316969
2025-12-09,0.75,-0.45219892499066583,-0.45219892499066583
2025-12-10,0.9375,-0.28807772143318006,-0.28807772143318006
2025-12-12,0.5,-0.6710271964006469,-0.6710271964006469
2025-12-15,1.75,0.42311416064925844,0.42311416064925844
2025-12-17,0.4375,-0.7257342642531421,-0.7257342642531421
2025-12-19,0.8125,-0.3974918571381706,-0.3974918571381706
2025-12-22,0.375,-0.7804413321056375,-0.7804413321056375
2025-12-26,1.0,-0.23337065358068476,-0.23337065358068476
2025-12-29,0.5625,-0.6163201285481517,-0.6163201285481517
2025-12-30,0.375,-0.7804413321056375,-0.7804413321056375
2025-12-31,1.25,-0.014542382170703702,-0.014542382170703702
