Date,"Volatility of Returns (Session:US Close 15-17 ET, Interval:1m, Symbol:ZF)",ZScore wrt All Days,ZScore wrt Given Days
2024-12-30,1.125,-0.3160987915566627,-0.3160987915566627
2024-12-31,0.5,-0.7963520011287356,-0.7963520011287356
2025-01-02,1.0,-0.4121494334710773,-0.4121494334710773
2025-01-03,0.75,-0.6042507172999064,-0.6042507172999064
2025-01-06,2.0,0.3562557018442394,0.3562557018442394
2025-01-07,1.125,-0.3160987915566627,-0.3160987915566627
2025-01-08,2.0,0.3562557018442394,0.3562557018442394
2025-01-13,1.25,-0.22004814964224811,-0.22004814964224811
2025-01-16,1.25,-0.22004814964224811,-0.22004814964224811
2025-01-17,1.751953125,0.16565520929532296,0.16565520929532296
2025-01-21,1.25,-0.22004814964224811,-0.22004814964224811
2025-01-22,1.625,0.06810377610099563,0.06810377610099563
2025-01-23,0.875,-0.5082000753854918,-0.5082000753854918
2025-01-24,1.0,-0.4121494334710773,-0.4121494334710773
2025-01-27,1.125,-0.3160987915566627,-0.3160987915566627
2025-01-28,1.5,-0.027946865813418948,-0.027946865813418948
2025-01-29,2.0,0.3562557018442394,0.3562557018442394
2025-02-03,2.0,0.3562557018442394,0.3562557018442394
2025-02-04,1.0,-0.4121494334710773,-0.4121494334710773
2025-02-05,1.125,-0.3160987915566627,-0.3160987915566627
2025-02-06,0.625,-0.700301359214321,-0.700301359214321
2025-02-10,1.25,-0.22004814964224811,-0.22004814964224811
2025-02-11,0.375,-0.8924026430431502,-0.8924026430431502
2025-02-14,0.5,-0.7963520011287356,-0.7963520011287356
2025-02-18,1.25,-0.22004814964224811,-0.22004814964224811
2025-02-19,0.875,-0.5082000753854918,-0.5082000753854918
2025-02-20,0.75,-0.6042507172999064,-0.6042507172999064
2025-02-21,1.5,-0.027946865813418948,-0.027946865813418948
2025-02-24,1.0,-0.4121494334710773,-0.4121494334710773
2025-02-25,0.875,-0.5082000753854918,-0.5082000753854918
2025-02-26,3.875,1.7970153305604581,1.7970153305604581
2025-03-03,6.125,3.52592688501992,3.52592688501992
2025-03-04,8.125,5.062737155650554,5.062737155650554
2025-03-05,4.75,2.4693698239613604,2.4693698239613604
2025-03-06,3.875,1.7970153305604581,1.7970153305604581
2025-03-10,4.0,1.8930659724748726,1.8930659724748726
2025-03-11,1.375,-0.12399750772783354,-0.12399750772783354
2025-03-14,3.375,1.4128127629027998,1.4128127629027998
2025-03-17,1.0,-0.4121494334710773,-0.4121494334710773
2025-03-18,1.0,-0.4121494334710773,-0.4121494334710773
2025-03-19,3.625,1.604914046731629,1.604914046731629
2025-03-20,1.0,-0.4121494334710773,-0.4121494334710773
2025-03-21,0.75,-0.6042507172999064,-0.6042507172999064
2025-03-24,0.875,-0.5082000753854918,-0.5082000753854918
2025-03-25,1.125,-0.3160987915566627,-0.3160987915566627
2025-03-26,1.375,-0.12399750772783354,-0.12399750772783354
2025-03-31,2.625,0.8365089114163123,0.8365089114163123
2025-04-01,1.625,0.06810377610099563,0.06810377610099563
2025-04-02,10.5,6.8876993520244305,6.8876993520244305
2025-04-03,2.75,0.9325595533307269,0.9325595533307269
2025-04-04,3.375,1.4128127629027998,1.4128127629027998
2025-04-07,6.625,3.9101294526775785,3.9101294526775785
2025-04-08,5.625,3.1417243173622618,3.1417243173622618
2025-04-09,7.375,4.486433304164066,4.486433304164066
2025-04-14,2.25,0.5483569856730686,0.5483569856730686
2025-04-15,2.0,0.3562557018442394,0.3562557018442394
2025-04-16,2.25,0.5483569856730686,0.5483569856730686
2025-04-17,1.25,-0.22004814964224811,-0.22004814964224811
2025-04-21,1.625,0.06810377610099563,0.06810377610099563
2025-04-22,1.5,-0.027946865813418948,-0.027946865813418948
2025-04-23,1.625,0.06810377610099563,0.06810377610099563
2025-04-24,0.625,-0.700301359214321,-0.700301359214321
2025-04-25,2.125,0.452306343758654,0.452306343758654
2025-04-28,0.875,-0.5082000753854918,-0.5082000753854918
2025-04-29,0.75,-0.6042507172999064,-0.6042507172999064
2025-05-01,2.0,0.3562557018442394,0.3562557018442394
2025-05-05,0.875,-0.5082000753854918,-0.5082000753854918
2025-05-06,1.125,-0.3160987915566627,-0.3160987915566627
2025-05-07,1.5,-0.027946865813418948,-0.027946865813418948
2025-05-08,1.5,-0.027946865813418948,-0.027946865813418948
2025-05-09,1.375,-0.12399750772783354,-0.12399750772783354
2025-05-12,1.625,0.06810377610099563,0.06810377610099563
2025-05-14,1.0,-0.4121494334710773,-0.4121494334710773
2025-05-16,3.75,1.7009646886460437,1.7009646886460437
2025-05-19,1.875,0.2602050599298248,0.2602050599298248
2025-05-20,0.875,-0.5082000753854918,-0.5082000753854918
2025-05-21,1.875,0.2602050599298248,0.2602050599298248
2025-05-22,1.75,0.16415441801541023,0.16415441801541023
2025-05-23,1.125,-0.3160987915566627,-0.3160987915566627
2025-05-27,1.625,0.06810377610099563,0.06810377610099563
2025-05-28,2.625,0.8365089114163123,0.8365089114163123
2025-06-02,2.5,0.7404582695018977,0.7404582695018977
2025-06-03,0.75,-0.6042507172999064,-0.6042507172999064
2025-06-04,1.875,0.2602050599298248,0.2602050599298248
2025-06-05,1.125,-0.3160987915566627,-0.3160987915566627
2025-06-09,1.125,-0.3160987915566627,-0.3160987915566627
2025-06-10,1.0,-0.4121494334710773,-0.4121494334710773
2025-06-13,1.5,-0.027946865813418948,-0.027946865813418948
2025-06-16,0.625,-0.700301359214321,-0.700301359214321
2025-06-17,1.125,-0.3160987915566627,-0.3160987915566627
2025-06-18,2.0,0.3562557018442394,0.3562557018442394
2025-06-20,0.75,-0.6042507172999064,-0.6042507172999064
2025-06-23,2.25,0.5483569856730686,0.5483569856730686
2025-06-24,1.25,-0.22004814964224811,-0.22004814964224811
2025-06-25,1.5,-0.027946865813418948,-0.027946865813418948
2025-06-30,1.375,-0.12399750772783354,-0.12399750772783354
2025-07-01,1.375,-0.12399750772783354,-0.12399750772783354
2025-07-02,0.875,-0.5082000753854918,-0.5082000753854918
2025-07-07,1.0,-0.4121494334710773,-0.4121494334710773
2025-07-08,1.25,-0.22004814964224811,-0.22004814964224811
2025-07-09,1.125,-0.3160987915566627,-0.3160987915566627
2025-07-10,0.75,-0.6042507172999064,-0.6042507172999064
2025-07-11,1.625,0.06810377610099563,0.06810377610099563
2025-07-14,1.0,-0.4121494334710773,-0.4121494334710773
2025-07-18,1.125,-0.3160987915566627,-0.3160987915566627
2025-07-21,1.25,-0.22004814964224811,-0.22004814964224811
2025-07-22,0.875,-0.5082000753854918,-0.5082000753854918
2025-07-23,0.75,-0.6042507172999064,-0.6042507172999064
2025-07-24,1.375,-0.12399750772783354,-0.12399750772783354
2025-07-25,1.125,-0.3160987915566627,-0.3160987915566627
2025-07-28,1.0,-0.4121494334710773,-0.4121494334710773
2025-07-29,0.875,-0.5082000753854918,-0.5082000753854918
2025-08-04,1.125,-0.3160987915566627,-0.3160987915566627
2025-08-05,1.5,-0.027946865813418948,-0.027946865813418948
2025-08-06,1.5,-0.027946865813418948,-0.027946865813418948
2025-08-07,1.375,-0.12399750772783354,-0.12399750772783354
2025-08-08,0.625,-0.700301359214321,-0.700301359214321
2025-08-11,1.25,-0.22004814964224811,-0.22004814964224811
2025-08-13,1.0,-0.4121494334710773,-0.4121494334710773
2025-08-15,1.0,-0.4121494334710773,-0.4121494334710773
2025-08-18,0.625,-0.700301359214321,-0.700301359214321
2025-08-19,0.875,-0.5082000753854918,-0.5082000753854918
2025-08-20,0.75,-0.6042507172999064,-0.6042507172999064
2025-08-21,0.5,-0.7963520011287356,-0.7963520011287356
2025-08-22,0.625,-0.700301359214321,-0.700301359214321
2025-08-25,0.625,-0.700301359214321,-0.700301359214321
2025-08-26,0.875,-0.5082000753854918,-0.5082000753854918
2025-08-27,4.0,1.8930659724748726,1.8930659724748726
2025-09-02,3.5,1.5088634048172145,1.5088634048172145
2025-09-03,3.625,1.604914046731629,1.604914046731629
2025-09-04,3.25,1.3167621209883853,1.3167621209883853
2025-09-08,1.125,-0.3160987915566627,-0.3160987915566627
2025-09-12,1.25,-0.22004814964224811,-0.22004814964224811
2025-09-15,0.75,-0.6042507172999064,-0.6042507172999064
2025-09-16,0.875,-0.5082000753854918,-0.5082000753854918
2025-09-17,2.75,0.9325595533307269,0.9325595533307269
2025-09-18,1.5,-0.027946865813418948,-0.027946865813418948
2025-09-19,1.2540283203125,-0.2169527676274281,-0.2169527676274281
2025-09-22,0.875,-0.5082000753854918,-0.5082000753854918
2025-09-23,0.875,-0.5082000753854918,-0.5082000753854918
2025-09-24,0.875,-0.5082000753854918,-0.5082000753854918
2025-09-29,0.75,-0.6042507172999064,-0.6042507172999064
2025-09-30,1.75,0.16415441801541023,0.16415441801541023
2025-10-01,1.0,-0.4121494334710773,-0.4121494334710773
2025-10-02,0.5,-0.7963520011287356,-0.7963520011287356
2025-10-06,1.125,-0.3160987915566627,-0.3160987915566627
2025-10-07,0.875,-0.5082000753854918,-0.5082000753854918
2025-10-08,0.75,-0.6042507172999064,-0.6042507172999064
2025-10-09,0.625,-0.700301359214321,-0.700301359214321
2025-10-10,2.625,0.8365089114163123,0.8365089114163123
2025-10-13,0.5,-0.7963520011287356,-0.7963520011287356
2025-10-14,0.75,-0.6042507172999064,-0.6042507172999064
2025-10-17,0.875,-0.5082000753854918,-0.5082000753854918
2025-10-20,0.625,-0.700301359214321,-0.700301359214321
2025-10-21,0.625,-0.700301359214321,-0.700301359214321
2025-10-22,0.625,-0.700301359214321,-0.700301359214321
2025-10-23,1.375,-0.12399750772783354,-0.12399750772783354
2025-10-27,1.125,-0.3160987915566627,-0.3160987915566627
2025-10-28,0.75,-0.6042507172999064,-0.6042507172999064
2025-10-29,2.125,0.452306343758654,0.452306343758654
2025-11-03,0.875,-0.5082000753854918,-0.5082000753854918
2025-11-04,0.75,-0.6042507172999064,-0.6042507172999064
2025-11-05,0.5,-0.7963520011287356,-0.7963520011287356
2025-11-10,0.875,-0.5082000753854918,-0.5082000753854918
2025-11-11,0.625,-0.700301359214321,-0.700301359214321
2025-11-12,0.75,-0.6042507172999064,-0.6042507172999064
2025-11-17,0.875,-0.5082000753854918,-0.5082000753854918
2025-11-18,0.875,-0.5082000753854918,-0.5082000753854918
2025-11-19,1.0,-0.4121494334710773,-0.4121494334710773
2025-11-21,0.75,-0.6042507172999064,-0.6042507172999064
2025-11-24,1.125,-0.3160987915566627,-0.3160987915566627
2025-12-01,1.5,-0.027946865813418948,-0.027946865813418948
2025-12-02,1.375,-0.12399750772783354,-0.12399750772783354
2025-12-03,1.375,-0.12399750772783354,-0.12399750772783354
2025-12-04,1.5,-0.027946865813418948,-0.027946865813418948
2025-12-08,0.5,-0.7963520011287356,-0.7963520011287356
2025-12-09,1.0,-0.4121494334710773,-0.4121494334710773
2025-12-10,3.125,1.2207114790739706,1.2207114790739706
2025-12-12,1.0,-0.4121494334710773,-0.4121494334710773
2025-12-15,0.75,-0.6042507172999064,-0.6042507172999064
2025-12-17,0.625,-0.700301359214321,-0.700301359214321
2025-12-19,0.5,-0.7963520011287356,-0.7963520011287356
2025-12-22,0.5,-0.7963520011287356,-0.7963520011287356
2025-12-26,0.375,-0.8924026430431502,-0.8924026430431502
2025-12-29,0.625,-0.700301359214321,-0.700301359214321
2025-12-30,0.875,-0.5082000753854918,-0.5082000753854918
2025-12-31,0.75,-0.6042507172999064,-0.6042507172999064
